Date,Close,High,Low,Open,Volume
2021-06-30,252.06280517578125,253.148375434707,250.37667789345107,251.69322294748144,8586644
2021-07-01,249.1525115966797,252.17830410707205,248.52889089944108,251.76253817880186,8658748
2021-07-02,248.80604553222656,250.5152647067186,246.49629751133637,249.49896993849364,8314614
2021-07-05,247.7666473388672,250.79243966089996,247.39709331183593,250.79243966089996,6878338
2021-07-06,246.03433227539062,248.6674504909438,245.68787009426953,247.85903873499458,8386882
2021-07-07,245.82650756835938,247.78979350133645,242.56974011163956,246.7041949507072,10755374
2021-07-08,245.2952423095703,248.04384812137565,243.90939348296257,246.63490745335776,9131020
2021-07-09,242.89308166503906,245.27213326188763,241.71511588409217,243.63221790447807,11449216
2021-07-12,242.9161834716797,245.82648847893597,241.6920339609255,245.17974776728664,7731112
2021-07-13,242.45423889160156,244.6023158327889,241.41485228041407,243.90939142533057,8344716
2021-07-14,259.47711181640625,260.2162199435088,242.80071332016524,243.1009918565825,58696166
2021-07-15,266.0367736816406,267.76908460196256,258.2298145226572,259.15371368016224,62132402
2021-07-16,266.89141845703125,272.20383959464414,262.5259884918719,267.9308052013468,73815654
2021-07-19,265.0666809082031,269.778572575089,263.31127802705606,264.48924389498586,21715702
2021-07-20,262.4335632324219,267.0761793879751,259.4077989136244,265.9443971998295,21047054
2021-07-22,269.8709716796875,270.2405257339655,263.7732311010159,266.59111248444856,24086770
2021-07-23,276.777099609375,278.0012490681053,269.6399730244709,270.93342619763473,28114910
2021-07-26,272.7581481933594,277.4007360553355,271.7418534297271,277.2159449364329,12199806
2021-07-27,273.2200622558594,274.6983064292969,269.8478362382804,272.0420965627879,7966274
2021-07-28,273.4510498046875,274.0977622766118,269.3165955715461,272.98910024109995,9147860
2021-07-29,272.7581481933594,276.24586205010934,271.5801823470619,274.2132725228447,11668940
2021-07-30,271.23370361328125,273.93609734272803,270.24050075125785,272.0189953328371,6356412
2021-08-02,273.5896911621094,275.0448438959151,268.97019447722784,271.7188006437664,9247796
2021-08-03,276.8926086425781,279.01756557918736,274.46737318017625,279.01756557918736,10331214
2021-08-04,275.6915283203125,279.01757123231397,274.5366542671986,278.7865964216912,9018712
2021-08-05,277.58551025390625,283.868013181318,276.0148704244711,276.0148704244711,22588728
2021-08-06,276.2458801269531,280.1262683165026,275.4605601129767,278.90209051278924,10540400
2021-08-09,275.6915283203125,279.94147047480504,275.09099945172676,277.1697727473317,9293502
2021-08-10,278.9482421875,281.3042019590733,273.9822842099313,276.4306395363993,14055564
2021-08-11,277.7471618652344,280.1723969584443,276.4537087878882,278.0474403453158,8565026
