Date,daily_return,log_return,high_low_range,open_close,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,price_sma_5_ratio,price_sma_10_ratio,price_sma_20_ratio,price_sma_50_ratio,rsi_7,rsi_14,rsi_21,macd,macd_signal,macd_diff,bb_high,bb_low,bb_middle,bb_width,bb_pct,volume_change,volume_sma_10,volume_ratio,return_lag_1,volume_lag_1,return_lag_2,volume_lag_2,return_lag_3,volume_lag_3,return_lag_5,volume_lag_5,target
2021-09-09,-0.0009710318151251451,-0.0009715035719367782,0.008747030653418995,-0.0007630241430119859,699.1027954101562,698.1398630779697,696.5758972167969,694.6595851794019,685.1757293701172,686.9096551648126,662.5268920898437,666.7911575494641,0.9993616958231255,1.0029869795485284,1.0196749902657192,1.0545331269074556,63.45310183942237,63.58580922212622,63.613724543982165,10.686429123052676,10.537508324445302,0.1489207986073744,712.2580986686946,658.0933600715398,685.1757293701172,0.07905233106687615,0.7488856432212554,-0.12286985788586169,9597920.1,0.6504973926590617,0.005649248917150462,0.14021152028341533,-0.005893155730710475,0.1712414364366195,-0.004349085734663416,-0.40737093377414,0.0072927492829222285,-0.37156854683080065,0
2021-09-13,-0.017840985799598474,-0.018002054815764598,0.01795308420797773,-0.014625991980665864,695.8241333007812,694.1571865506778,697.3179626464844,693.119993964255,685.4691650390625,686.8412911963632,664.0467541503906,667.5519683709005,0.9861569909066035,0.9840443961773703,1.001054268366674,1.0333486749348493,41.54268896497116,53.02211809945281,56.412657944028716,9.345247344614336,10.299056128479108,-0.9538087838647726,712.4618907084708,658.4764393696543,685.4691650390625,0.07875693625947439,0.5133863557515836,0.11603956932592419,9381128.0,0.7427578005544749,-0.0009710318151251451,-0.12286985788586169,0.005649248917150462,0.14021152028341533,-0.005893155730710475,0.1712414364366195,-0.001172268347930272,0.04240367011607393,1
2021-09-14,7.062444013006264e-05,7.062194634170505e-05,0.010601455750353655,-0.008131773982430797,693.1662841796875,691.5182228371707,696.7165466308594,691.8691396816915,685.5976928710937,686.7840535024387,665.5685546875,668.2848439410674,0.9900081857303148,0.9849633954132946,1.0009372880710428,1.031058770095234,41.634104840303834,53.054773092435454,56.43279115375514,8.191831262405572,9.877611155264402,-1.6857798928588306,712.5793996903343,658.6159860518532,685.5976928710937,0.07871002805230758,0.5119081150678778,-0.2477130144981864,8825527.6,0.5939435280900374,-0.017840985799598474,0.11603956932592419,-0.0009710318151251451,-0.12286985788586169,0.005649248917150462,0.14021152028341533,-0.004349085734663416,-0.40737093377414,1
2021-09-15,0.009753311309669721,0.009706054792150517,0.013578795462371066,0.010253147009363509,692.6715454101562,691.989952106291,696.2606323242187,692.0626434931169,686.165151977539,687.3697065635904,667.0423864746094,669.2514544000268,1.00037805109234,0.9952212985695016,1.0098638915827858,1.0388146610993623,53.380939013765556,57.45354979992502,59.16788094249645,7.728727213703223,9.447834366952167,-1.7191071532489435,713.2624846018637,659.0678193532144,686.165151977539,0.07898195513493995,0.6248879135232024,0.13256274245902944,7443177.1,0.7976084567435592,7.062444013006264e-05,-0.2477130144981864,-0.017840985799598474,0.11603956932592419,-0.0009710318151251451,-0.12286985788586169,-0.005893155730710475,0.1712414364366195,1
2021-09-16,0.017988427925923922,0.017828550603921255,0.02275859261593809,0.010000016954210052,693.8840576171875,696.459365857319,696.9687438964844,694.4872889233457,687.4261779785156,689.086705306046,668.6185009765625,670.6689735749031,1.0165937459086858,1.0120944440288167,1.0261439205497074,1.0550084873946701,67.56450462757061,64.18418960846034,63.63237729545046,8.272161383981597,9.212699770358054,-0.9405383863764563,715.6168978189958,659.2354581380355,687.4261779785156,0.08201817371395244,0.8187576529183314,1.283604590464701,7425958.9,1.8256455742032183,0.009753311309669721,0.13256274245902944,7.062444013006264e-05,-0.2477130144981864,-0.017840985799598474,0.11603956932592419,0.005649248917150462,0.14021152028341533,0
2021-09-17,-0.009694698839965654,-0.009741998384249297,0.028327464726062682,-0.01739664289163229,693.8646606445312,697.159434009046,696.4837280273438,695.2277037213737,688.9709350585938,689.9888829257084,670.0104504394532,671.7627224665737,1.006766319044996,1.002980460564435,1.0139173291150385,1.042609962060027,56.551692073855726,58.69783657473514,59.86191655550825,8.058128067679831,8.98178542982241,-0.9236573621425777,716.0237856575268,661.9180844596608,688.9709350585938,0.07853118098989842,0.6772204230167965,0.25948145958791247,8270663.6,2.0645263579575404,0.017988427925923922,1.283604590464701,0.009753311309669721,0.13256274245902944,7.062444013006264e-05,-0.2477130144981864,-0.0009710318151251451,-0.12286985788586169,0
2021-09-20,-0.01409420543109774,-0.014194471977595696,0.019577499174735908,0.0,694.3690795898438,694.3442654135828,695.0966064453125,694.043380903425,690.3920135498047,689.8674586682748,671.133916015625,672.4274756334788,0.9918556981677122,0.990817566704437,0.9975693732050576,1.02619449231742,44.3967477042126,51.82892464678742,54.94067229288246,7.013200282012349,8.588068400260397,-1.5748681182480482,714.0415363328908,666.7424907667186,690.3920135498047,0.06851041819411213,0.4645217930496977,-0.5347901842242722,8165628.2,0.9727921484350708,-0.009694698839965654,0.25948145958791247,0.017988427925923922,1.283604590464701,0.009753311309669721,0.13256274245902944,-0.017840985799598474,0.11603956932592419,1
2021-09-21,0.0026054846870613435,0.0026020962961583647,0.028236252406123562,0.000984252475350442,695.2226928710937,693.0656308811906,694.1944885253906,693.4006501603307,691.8058166503906,689.9284970633349,672.5273278808594,673.1365299935937,0.9932189626388367,0.9946900662999868,0.9981245389923629,1.0267365104585493,46.826878581346186,52.91050287399762,55.63858695383755,6.257747855910907,8.1220042913905,-1.864256435479593,711.6228139703995,671.9888193303817,691.8058166503906,0.05729063515527965,0.46726409119825746,0.26010784470593973,8633590.2,1.1593803699415801,-0.01409420543109774,-0.5347901842242722,-0.009694698839965654,0.25948145958791247,0.017988427925923922,1.283604590464701,7.062444013006264e-05,-0.2477130144981864,0
2021-09-22,-0.011940647852273556,-0.012012510014566465,0.01812753315215284,-0.01629374043924822,693.0886596679687,689.4648354637625,692.8801025390625,691.3756673364353,692.2374755859375,689.1984730219607,673.8206408691407,673.4944403714491,0.9843809087220551,0.9846772076853546,0.9855913161179425,1.012529452568974,37.938445085601856,47.61980093894744,51.769982125685296,4.936825662601677,7.484968565632736,-2.5481429030310583,710.7876404977195,673.6873106741556,692.2374755859375,0.053594801108045646,0.23115519445608118,-0.026888646566326502,8983366.1,1.0842784198675817,0.0026054846870613435,0.26010784470593973,-0.01409420543109774,-0.5347901842242722,-0.009694698839965654,0.25948145958791247,0.009753311309669721,0.13256274245902944,1
2021-09-23,0.01940705843453694,0.019221143006696553,0.017921862741893384,0.008438818565400939,691.109814453125,691.4778794042271,692.4969360351563,692.1262673271118,693.4960723876953,689.7989962851223,675.2298193359375,674.3575590739474,1.0063581108821444,1.0043423026060108,1.0028953226664252,1.0300255518471586,54.21921390407635,55.34244301015016,56.83117263175445,4.901894974751372,6.968353847456463,-2.066458872705091,709.1145438209044,677.8776009544863,693.4960723876953,0.04504271056484834,0.5642794945090335,0.06899266667830206,9312814.1,1.1180821272916852,-0.011940647852273556,-0.026888646566326502,0.0026054846870613435,0.26010784470593973,-0.01409420543109774,-0.5347901842242722,0.017988427925923922,1.283604590464701,1
